ServiceNo,Operator,Direction,StopSequence,BusStopCode
111,SBST,1,3,11189
111,SBST,1,4,11179
111,SBST,1,5,11169
111,SBST,1,6,11159
111,SBST,1,7,11149
111,SBST,1,8,11139
111,SBST,1,9,10299
111,SBST,1,10,10289
111,SBST,1,11,10321
111,SBST,1,12,13031
111,SBST,1,13,13041
111,SBST,1,14,13201
111,SBST,1,15,09159
111,SBST,1,16,09169
111,SBST,1,17,09179
111,SBST,1,18,09048
111,SBST,1,19,09038
111,SBST,1,20,08138
111,SBST,1,21,08057
111,SBST,1,22,08069
111,SBST,1,23,04179
111,SBST,1,24,02049
111,SBST,1,25,02151
111,SBST,1,26,02161
111,SBST,1,27,02171
111,SBST,1,28,02051
111,SBST,1,29,02061
111,SBST,1,30,04111
111,SBST,1,31,04121
111,SBST,1,32,08041
111,SBST,1,33,08031
111,SBST,1,34,08111
111,SBST,1,35,08121
111,SBST,1,36,09059
111,SBST,1,37,09022
111,SBST,1,38,09111
111,SBST,1,39,09121
111,SBST,1,40,09131
111,SBST,1,41,13209
111,SBST,1,42,13049
111,SBST,1,43,13039
111,SBST,1,44,10329
111,SBST,1,45,10281
111,SBST,1,46,10291
111,SBST,1,47,11131
111,SBST,1,48,11141
111,SBST,1,49,11151
111,SBST,1,50,11161
111,SBST,1,51,11171
111,SBST,1,52,11181
111,SBST,1,53,11351
111,SBST,1,54,11009
112,SBST,1,1,64009
112,SBST,1,2,64041
112,SBST,1,3,64051
112,SBST,1,4,64329
112,SBST,1,5,64319
112,SBST,1,6,64309
112,SBST,1,7,64239
112,SBST,1,8,64209
112,SBST,1,9,63139
112,SBST,1,10,63239
112,SBST,1,11,63229
112,SBST,1,12,63031
112,SBST,1,13,63041
112,SBST,1,14,63051
112,SBST,1,15,63349
112,SBST,1,16,63339
112,SBST,1,17,63329
112,SBST,1,18,63391
112,SBST,1,19,63381
112,SBST,1,20,63371
112,SBST,1,21,64411
112,SBST,1,22,64479
112,SBST,1,23,64489
112,SBST,1,24,64509
112,SBST,1,25,64519
112,SBST,1,26,64471
112,SBST,1,27,64419
112,SBST,1,28,63379
112,SBST,1,29,63389
112,SBST,1,30,63399
112,SBST,1,31,63321
112,SBST,1,32,63331
112,SBST,1,33,63341
112,SBST,1,34,63059
112,SBST,1,35,63049
112,SBST,1,36,63039
112,SBST,1,37,63221
112,SBST,1,38,63231
112,SBST,1,39,63131
112,SBST,1,40,64201
112,SBST,1,41,64231
112,SBST,1,42,64301
112,SBST,1,43,64311
112,SBST,1,44,64321
112,SBST,1,45,64059
112,SBST,1,46,64049
112,SBST,1,47,64009
112A,SBST,1,1,64009
112A,SBST,1,2,64041
112A,SBST,1,3,64051
112A,SBST,1,4,64329
112A,SBST,1,5,64319
112A,SBST,1,6,64309
112A,SBST,1,7,64239
112A,SBST,1,8,64209
112A,SBST,1,9,63139
112A,SBST,1,10,63239
112A,SBST,1,11,63229
112A,SBST,1,12,63031
113,SBST,1,1,64009
113,SBST,1,2,64041
113,SBST,1,3,64051
113,SBST,1,4,64071
113,SBST,1,5,64039
113,SBST,1,6,64371
113,SBST,1,7,64381
113,SBST,1,8,64391
113,SBST,1,9,63351
113,SBST,1,10,63341
113,SBST,1,11,63059
113,SBST,1,12,63049
113,SBST,1,13,63039
113,SBST,1,14,63221
113,SBST,1,15,63231
113,SBST,1,16,63261
113,SBST,1,17,63271
113,SBST,1,18,63281
113,SBST,1,19,63291
113,SBST,1,20,63301
113,SBST,1,21,62221
113,SBST,1,22,62219
113,SBST,1,23,62059
113,SBST,1,24,62229
113,SBST,1,25,63309
113,SBST,1,26,63299
113,SBST,1,27,63289
113,SBST,1,28,63279
113,SBST,1,29,63269
113,SBST,1,30,63239
113,SBST,1,31,63229
113,SBST,1,32,63031
113,SBST,1,33,63041
113,SBST,1,34,63051
113,SBST,1,35,63349
113,SBST,1,36,63359
113,SBST,1,37,64399
113,SBST,1,38,64389
113,SBST,1,39,64379
113,SBST,1,40,64031
113,SBST,1,41,64079
113,SBST,1,42,64059
113,SBST,1,43,64049
113,SBST,1,44,64009
113A,SBST,1,1,63039
113A,SBST,1,2,63221
113A,SBST,1,3,63231
113A,SBST,1,4,63261
113A,SBST,1,5,63271
113A,SBST,1,6,63281
113A,SBST,1,7,63291
113A,SBST,1,8,63301
113A,SBST,1,9,62221
113A,SBST,1,10,62219
113A,SBST,1,11,62059
113A,SBST,1,12,62229
113A,SBST,1,13,63309
113A,SBST,1,14,63299
113A,SBST,1,15,63289
113A,SBST,1,16,63279
113A,SBST,1,17,63269
113A,SBST,1,18,63239
113A,SBST,1,19,63229
113A,SBST,1,20,63031
114,SBST,1,1,67601
114,SBST,1,2,67629
114,SBST,1,3,66569
114,SBST,1,4,66559
114,SBST,1,5,66589
114,SBST,1,6,66579
114,SBST,1,7,67621
114,SBST,1,8,67609
115,SBST,1,1,63221
115,SBST,1,2,63231
115,SBST,1,3,63261
115,SBST,1,4,63271
115,SBST,1,5,63281
115,SBST,1,6,63099
115,SBST,1,7,63089
115,SBST,1,8,63079
115,SBST,1,9,63241
115,SBST,1,10,63059
115,SBST,1,11,63049
115,SBST,1,12,63039
115,SBST,1,13,63221
116,SBST,1,1,64009
116,SBST,1,2,64551
116,SBST,1,3,64529
116,SBST,1,4,64339
116,SBST,1,5,64411
116,SBST,1,6,64479
116,SBST,1,7,64489
116,SBST,1,8,64499
116,SBST,1,9,66439
116,SBST,1,10,66429
116,SBST,1,11,66101
116,SBST,1,12,63219
116,SBST,1,13,63209
116,SBST,1,14,63199
116,SBST,1,15,63189
116,SBST,1,16,63179
116,SBST,1,17,63369
116,SBST,1,18,66379
116,SBST,1,19,66359
116,SBST,1,20,62141
116,SBST,1,21,63141
116,SBST,1,22,63361
116,SBST,1,23,63181
116,SBST,1,24,63191
116,SBST,1,25,63201
116,SBST,1,26,63211
116,SBST,1,27,66109
116,SBST,1,28,66421
116,SBST,1,29,66431
116,SBST,1,30,64491
116,SBST,1,31,64481
116,SBST,1,32,64471
116,SBST,1,33,64419
116,SBST,1,34,64331
116,SBST,1,35,64521
116,SBST,1,36,64559
116,SBST,1,37,64009
116A,SBST,1,1,66439
116A,SBST,1,2,66429
116A,SBST,1,3,66101
116A,SBST,1,4,63219
116A,SBST,1,5,63209
116A,SBST,1,6,63199
116A,SBST,1,7,63189
116A,SBST,1,8,63179
116A,SBST,1,9,63369
116A,SBST,1,10,66379
116A,SBST,1,11,66359
117,SBST,1,1,65009
117,SBST,1,2,65259
117,SBST,1,3,65409
117,SBST,1,4,65141
117,SBST,1,5,65431
117,SBST,1,6,68111
117,SBST,1,7,68061
117,SBST,1,8,68091
117,SBST,1,9,68081
117,SBST,1,10,68101
117,SBST,1,11,68121
117,SBST,1,12,68161
117,SBST,1,13,68131
117,SBST,1,14,68141
117,SBST,1,15,68151
117,SBST,1,16,68171
117,SBST,1,17,59779
117,SBST,1,18,59789
117,SBST,1,19,59479
117,SBST,1,20,59759
117,SBST,1,21,59749
117,SBST,1,22,59739
117,SBST,1,23,59509
117,SBST,1,24,59729
117,SBST,1,25,59031
117,SBST,1,26,59041
117,SBST,1,27,59051
117,SBST,1,28,59061
117,SBST,1,29,59079
117,SBST,1,30,59091
117,SBST,1,31,59251
117,SBST,1,32,59521
117,SBST,1,33,58549
117,SBST,1,34,58261
117,SBST,1,35,58339
117,SBST,1,36,58211
117,SBST,1,37,58251
117,SBST,1,38,58009
117,SBST,2,1,58009
117,SBST,2,2,58259
117,SBST,2,3,58219
117,SBST,2,4,58331
117,SBST,2,5,58269
117,SBST,2,6,58541
117,SBST,2,7,59529
117,SBST,2,8,59259
117,SBST,2,9,59099
117,SBST,2,10,59073
117,SBST,2,11,59069
117,SBST,2,12,59059
117,SBST,2,13,59049
117,SBST,2,14,59039
117,SBST,2,15,59721
117,SBST,2,16,59501
117,SBST,2,17,59731
117,SBST,2,18,59741
117,SBST,2,19,59751
117,SBST,2,20,59471
117,SBST,2,21,59781
117,SBST,2,22,59771
117,SBST,2,23,68179
117,SBST,2,24,68159
117,SBST,2,25,68149
117,SBST,2,26,68139
117,SBST,2,27,68169
117,SBST,2,28,68129
117,SBST,2,29,68109
117,SBST,2,30,68089
117,SBST,2,31,68099
117,SBST,2,32,68069
117,SBST,2,33,68119
117,SBST,2,34,65439
117,SBST,2,35,65149
117,SBST,2,36,65401
117,SBST,2,37,65009
117A,SBST,1,1,59479
117A,SBST,1,2,59759
117A,SBST,1,3,59749
117A,SBST,1,4,59739
117A,SBST,1,5,59509
117A,SBST,1,6,59729
117A,SBST,1,7,59031
117A,SBST,1,8,59041
117B,SBST,1,1,58009
117B,SBST,1,2,58259
117B,SBST,1,3,58219
117B,SBST,1,4,58331
117B,SBST,1,5,58269
117B,SBST,1,6,58541
117B,SBST,1,7,59529
117B,SBST,1,8,59259
117B,SBST,1,9,59099
117B,SBST,1,10,59073
118,GAS,1,1,65009
118,GAS,1,2,65259
118,GAS,1,3,65409
118,GAS,1,4,65141
118,GAS,1,5,65431
118,GAS,1,6,65199
118,GAS,1,7,75359
118,GAS,1,8,75369
118,GAS,1,9,75319
118,GAS,1,10,75299
118,GAS,1,11,75379
118,GAS,1,12,75171
118,GAS,1,13,75159
118,GAS,1,14,75039
118,GAS,1,15,75241
118,GAS,1,16,75231
118,GAS,1,17,75221
118,GAS,1,18,75051
118,GAS,1,19,96289
118,GAS,1,20,96109
118,GAS,1,21,96119
118,GAS,1,22,96229
118,GAS,1,23,96311
118,GAS,1,24,96301
118,GAS,1,25,96401
118,GAS,1,26,97009
118,GAS,2,1,97009
118,GAS,2,2,96361
118,GAS,2,3,96309
118,GAS,2,4,96319
118,GAS,2,5,96221
118,GAS,2,6,96111
118,GAS,2,7,96101
118,GAS,2,8,96281
118,GAS,2,9,75059
118,GAS,2,10,75229
118,GAS,2,11,75239
118,GAS,2,12,75249
118,GAS,2,13,75031
118,GAS,2,14,75151
118,GAS,2,15,75179
118,GAS,2,16,75371
118,GAS,2,17,75291
118,GAS,2,18,75311
118,GAS,2,19,75361
118,GAS,2,20,75351
118,GAS,2,21,65191
118,GAS,2,22,65439
118,GAS,2,23,65149
118,GAS,2,24,65401
118,GAS,2,25,65009
118A,GAS,1,1,65199
118A,GAS,1,2,75359
118A,GAS,1,3,75369
118A,GAS,1,4,75319
118A,GAS,1,5,75299
118A,GAS,1,6,75379
118A,GAS,1,7,75171
118A,GAS,1,8,75159
118A,GAS,1,9,75039
118A,GAS,1,10,75241
118A,GAS,1,11,75231
118A,GAS,1,12,75221
118A,GAS,1,13,75051
118A,GAS,1,14,96289
118A,GAS,1,15,96109
118A,GAS,1,16,96119
118B,GAS,1,1,96111
118B,GAS,1,2,96101
118B,GAS,1,3,96281
118B,GAS,1,4,75059
118B,GAS,1,5,75229
118B,GAS,1,6,75239
118B,GAS,1,7,75249
118B,GAS,1,8,75031
118B,GAS,1,9,75151
118B,GAS,1,10,75179
118B,GAS,1,11,75371
118B,GAS,1,12,75291
118B,GAS,1,13,75311
118B,GAS,1,14,75361
118B,GAS,1,15,75351
118B,GAS,1,16,65191
119,GAS,1,1,65009
119,GAS,1,2,65341
119,GAS,1,3,65331
119,GAS,1,4,65431
119,GAS,1,5,67591
119,GAS,1,6,67411
119,GAS,1,7,67401
119,GAS,1,8,67101
119,GAS,1,9,67111
119,GAS,1,10,67121
119,GAS,1,11,67131
119,GAS,1,12,67141
119,GAS,1,13,67151
119,GAS,1,14,67161
119,GAS,1,15,65019
119,GAS,1,16,64029
119,GAS,1,17,64079
119,GAS,1,18,64059
119,GAS,1,19,64049
119,GAS,1,20,64019
119,GAS,1,21,63069
119,GAS,1,22,63059
119,GAS,1,23,63049
119,GAS,1,24,63039
119,GAS,1,25,63221
119,GAS,1,26,63231
119,GAS,1,27,63041
119,GAS,1,28,63051
119,GAS,1,29,63061
119,GAS,1,30,64011
119,GAS,1,31,64041
119,GAS,1,32,64051
119,GAS,1,33,64071
119,GAS,1,34,64021
119,GAS,1,35,65011
119,GAS,1,36,67169
119,GAS,1,37,67159
119,GAS,1,38,67139
119,GAS,1,39,67129
119,GAS,1,40,67119
119,GAS,1,41,67109
119,GAS,1,42,67409
119,GAS,1,43,67419
119,GAS,1,44,67599
119,GAS,1,45,65439
119,GAS,1,46,65339
119,GAS,1,47,65349
119,GAS,1,48,65009
12,GAS,1,1,77009
12,GAS,1,2,78109
12,GAS,1,3,78081
12,GAS,1,4,78071
12,GAS,1,5,78069
12,GAS,1,6,78059
12,GAS,1,7,98099
12,GAS,1,8,98019
12,GAS,1,9,76249
12,GAS,1,10,76239
12,GAS,1,11,76039
12,GAS,1,12,76109
12,GAS,1,13,96129
12,GAS,1,14,96189
12,GAS,1,15,96199
12,GAS,1,16,96209
12,GAS,1,17,95909
12,GAS,1,18,96039
12,GAS,1,19,96029
12,GAS,1,20,96019
12,GAS,1,21,85109
12,GAS,1,22,85099
12,GAS,1,23,84101
12,GAS,1,24,84071
12,GAS,1,25,84081
12,GAS,1,26,84141
12,GAS,1,27,84111
12,GAS,1,28,84151
12,GAS,1,29,93099
12,GAS,1,30,93089
12,GAS,1,31,93079
12,GAS,1,32,93069
12,GAS,1,33,93059
12,GAS,1,34,92159
12,GAS,1,35,92149
12,GAS,1,36,92139
12,GAS,1,37,92129
12,GAS,1,38,92119
12,GAS,1,39,92109
12,GAS,1,40,92099
12,GAS,1,41,91079
12,GAS,1,42,91069
12,GAS,1,43,91059
12,GAS,1,44,91049
12,GAS,1,45,91091
12,GAS,1,46,80271
12,GAS,1,47,80141
12,GAS,1,48,80111
12,GAS,1,49,80049
12,GAS,1,50,80039
12,GAS,1,51,80029
12,GAS,1,52,01319
12,GAS,1,53,01219
12,GAS,1,54,01129
12,GAS,1,55,01059
12,GAS,1,56,01119
12,GAS,1,57,01019
12,GAS,1,58,04159
12,GAS,1,59,04149
12,GAS,1,60,04229
12,GAS,1,61,04239
12,GAS,1,62,05059
12,GAS,1,63,05049
12,GAS,1,64,05039
12,GAS,1,65,05019
12,GAS,1,66,10011
12,GAS,1,67,10041
12,GAS,1,68,10499
12,GAS,2,1,10499
12,GAS,2,2,10049
12,GAS,2,3,10017
12,GAS,2,4,05013
12,GAS,2,5,05023
12,GAS,2,6,04222
12,GAS,2,7,04142
12,GAS,2,8,01012
12,GAS,2,9,01112
12,GAS,2,10,01121
12,GAS,2,11,01211
12,GAS,2,12,01311
12,GAS,2,13,80011
12,GAS,2,14,80031
12,GAS,2,15,80051
12,GAS,2,16,80119
12,GAS,2,17,80149
12,GAS,2,18,80279
12,GAS,2,19,91099
12,GAS,2,20,91041
12,GAS,2,21,91051
12,GAS,2,22,91061
12,GAS,2,23,91071
12,GAS,2,24,92091
12,GAS,2,25,92101
12,GAS,2,26,92111
12,GAS,2,27,92121
12,GAS,2,28,92131
12,GAS,2,29,92141
12,GAS,2,30,92151
12,GAS,2,31,93051
12,GAS,2,32,93061
12,GAS,2,33,93071
12,GAS,2,34,93081
12,GAS,2,35,93091
12,GAS,2,36,84159
12,GAS,2,37,84119
12,GAS,2,38,84149
12,GAS,2,39,84089
12,GAS,2,40,84079
12,GAS,2,41,84109
12,GAS,2,42,85091
12,GAS,2,43,85101
12,GAS,2,44,96011
12,GAS,2,45,96021
12,GAS,2,46,96031
12,GAS,2,47,95901
12,GAS,2,48,96201
12,GAS,2,49,96191
12,GAS,2,50,96181
12,GAS,2,51,96121
12,GAS,2,52,76101
12,GAS,2,53,76031
12,GAS,2,54,76231
12,GAS,2,55,76241
12,GAS,2,56,98011
12,GAS,2,57,98091
12,GAS,2,58,78051
12,GAS,2,59,78061
12,GAS,2,60,78079
12,GAS,2,61,78089
12,GAS,2,62,78101
12,GAS,2,63,77009
120,SBST,1,1,10499
120,SBST,1,2,10051
120,SBST,1,3,10061
120,SBST,1,4,10071
120,SBST,1,6,10371
120,SBST,1,7,10171
120,SBST,1,8,10181
120,SBST,1,9,10191
120,SBST,1,10,10201
120,SBST,1,11,10281
120,SBST,1,12,10291
120,SBST,1,13,11539
120,SBST,1,14,11529
120,SBST,1,15,11519
120,SBST,1,16,18019
120,SBST,1,17,15059
120,SBST,1,18,15049
120,SBST,1,19,14189
120,SBST,1,20,14179
120,SBST,1,21,14169
120,SBST,1,22,14041
120,SBST,1,23,14349
120,SBST,1,24,14339
120,SBST,1,25,14329
120,SBST,1,26,14491
120,SBST,1,27,14501
120,SBST,1,28,14391
120,SBST,1,29,14331
120,SBST,1,30,14341
120,SBST,1,31,14049
120,SBST,1,32,14161
120,SBST,1,33,14171
120,SBST,1,34,15041
120,SBST,1,35,15051
120,SBST,1,36,18011
120,SBST,1,37,11511
120,SBST,1,38,11521
120,SBST,1,39,11531
120,SBST,1,40,10299
120,SBST,1,41,10209
120,SBST,1,42,10199
120,SBST,1,43,10189
120,SBST,1,44,10179
120,SBST,1,45,10379
120,SBST,1,46,10079
120,SBST,1,47,10069
120,SBST,1,48,10059
120,SBST,1,49,10499
121,SBST,1,1,10499
121,SBST,1,2,10049
121,SBST,1,3,10017
121,SBST,1,4,06011
121,SBST,1,5,06051
121,SBST,1,6,06071
121,SBST,1,7,06081
121,SBST,1,8,10221
121,SBST,1,9,10231
121,SBST,1,10,10389
121,SBST,1,11,10169
121,SBST,1,12,10121
121,SBST,1,13,10071
121,SBST,1,14,10501
121,SBST,1,15,10369
121,SBST,1,16,14039
121,SBST,1,17,14291
121,SBST,1,18,14269
121,SBST,1,19,14259
121,SBST,1,20,14279
121,SBST,1,21,14319
121,SBST,1,22,14489
121,SBST,1,23,14309
121,SBST,1,24,14379
121,SBST,1,25,14031
121,SBST,1,26,10361
121,SBST,1,27,10079
121,SBST,1,28,10129
121,SBST,1,29,10151
121,SBST,1,30,10161
121,SBST,1,31,10381
121,SBST,1,32,10239
121,SBST,1,33,10229
121,SBST,1,35,06069
121,SBST,1,36,06049
121,SBST,1,37,06029
121,SBST,1,38,10011
121,SBST,1,39,10041
121,SBST,1,40,10499
122,SBST,1,1,10499
122,SBST,1,2,10049
122,SBST,1,3,10017
122,SBST,1,4,06011
122,SBST,1,5,06051
122,SBST,1,6,10141
122,SBST,1,7,10151
122,SBST,1,8,10161
122,SBST,1,9,10381
122,SBST,1,10,10241
122,SBST,1,11,10261
122,SBST,1,12,10271
122,SBST,1,13,10321
122,SBST,1,14,10479
122,SBST,1,15,10469
122,SBST,1,16,11499
122,SBST,1,17,11489
122,SBST,1,18,11479
122,SBST,1,19,11469
122,SBST,1,20,11061
122,SBST,1,21,11439
122,SBST,1,22,11429
122,SBST,1,23,11169
122,SBST,1,24,11471
122,SBST,1,25,11481
122,SBST,1,26,11491
122,SBST,1,27,10461
122,SBST,1,28,10471
122,SBST,1,29,10329
122,SBST,1,30,10279
122,SBST,1,31,10269
122,SBST,1,32,10249
122,SBST,1,33,10389
122,SBST,1,34,10169
122,SBST,1,35,10149
122,SBST,1,36,06049
122,SBST,1,37,06029
122,SBST,1,38,10011
122,SBST,1,39,10041
122,SBST,1,40,10499
123,SBST,1,1,10009
123,SBST,1,2,10659
123,SBST,1,3,10101
123,SBST,1,4,10111
123,SBST,1,5,10131
123,SBST,1,6,11021
123,SBST,1,7,11031
123,SBST,1,8,11041
123,SBST,1,9,11051
123,SBST,1,10,11061
123,SBST,1,11,11071
123,SBST,1,12,11081
123,SBST,1,13,11229
123,SBST,1,14,11219
123,SBST,1,15,11209
123,SBST,1,16,13029
123,SBST,1,17,13019
123,SBST,1,18,09149
123,SBST,1,19,09159
123,SBST,1,20,09169
123,SBST,1,21,09179
123,SBST,1,22,09048
123,SBST,1,23,09038
123,SBST,1,24,08137
123,SBST,1,25,08019
123,SBST,1,26,04329
123,SBST,1,27,06161
123,SBST,1,28,06151
123,SBST,1,29,06069
123,SBST,1,30,06051
123,SBST,1,31,10141
123,SBST,1,32,10151
123,SBST,1,33,10161
123,SBST,1,34,10379
123,SBST,1,35,10369
123,SBST,1,36,14039
123,SBST,1,37,14389
123,SBST,1,38,14381
123,SBST,1,39,14029
123,SBST,1,40,14019
123,SBST,1,41,14519
123,SBST,1,42,14521
123,SBST,1,43,14539
123,SBST,2,1,14539
123,SBST,2,2,14529
123,SBST,2,3,14011
123,SBST,2,4,14021
123,SBST,2,5,14379
123,SBST,2,6,14389
123,SBST,2,7,14381
123,SBST,2,8,14031
123,SBST,2,9,10361
123,SBST,2,10,10371
123,SBST,2,11,10169
123,SBST,2,12,10149
123,SBST,2,13,06071
123,SBST,2,14,06081
123,SBST,2,15,06149
123,SBST,2,16,06159
123,SBST,2,17,06169
123,SBST,2,18,04321
123,SBST,2,19,04311
123,SBST,2,20,08011
123,SBST,2,21,08111
123,SBST,2,22,08121
123,SBST,2,23,09059
123,SBST,2,24,09022
123,SBST,2,25,09111
123,SBST,2,26,09121
123,SBST,2,27,09131
123,SBST,2,28,09141
123,SBST,2,29,13011
123,SBST,2,30,13021
123,SBST,2,31,11201
123,SBST,2,32,11211
123,SBST,2,33,11221
123,SBST,2,34,11089
123,SBST,2,35,11079
123,SBST,2,36,11069
123,SBST,2,37,11059
123,SBST,2,38,11049
123,SBST,2,39,11039
123,SBST,2,40,11029
123,SBST,2,41,11019
123,SBST,2,42,10139
123,SBST,2,43,10119
123,SBST,2,44,10651
123,SBST,2,45,10009
123M,SBST,1,1,14009
123M,SBST,1,2,14129
123M,SBST,1,3,14119
123M,SBST,1,4,14011
123M,SBST,1,5,14021
123M,SBST,1,6,14379
123M,SBST,1,7,14389
123M,SBST,1,8,14381
123M,SBST,1,9,14031
123M,SBST,1,10,10361
123M,SBST,1,11,10371
123M,SBST,1,12,10169
123M,SBST,1,13,10149
123M,SBST,1,14,10141
123M,SBST,1,15,10151
123M,SBST,1,16,10161
123M,SBST,1,17,10379
123M,SBST,1,18,10369
123M,SBST,1,19,14039
123M,SBST,1,20,14389
123M,SBST,1,21,14381
123M,SBST,1,22,14029
123M,SBST,1,23,14019
123M,SBST,1,24,14141
123M,SBST,1,25,14009
124,SBST,1,1,52499
124,SBST,1,2,52451
124,SBST,1,3,52129
124,SBST,1,4,52109
124,SBST,1,5,52099
124,SBST,1,6,50159
124,SBST,1,7,50211
124,SBST,1,8,50221
124,SBST,1,9,50129
124,SBST,1,10,50119
124,SBST,1,11,50069
124,SBST,1,12,40129
124,SBST,1,13,40189
124,SBST,1,14,40179
124,SBST,1,15,09219
124,SBST,1,16,09047
124,SBST,1,17,09037
124,SBST,1,18,08138
124,SBST,1,19,08057
124,SBST,1,20,08069
124,SBST,1,21,04167
124,SBST,1,22,04249
124,SBST,1,23,05029
124,SBST,1,25,05131
124,SBST,1,26,05039
124,SBST,1,27,05019
124,SBST,1,28,05069
124,SBST,1,29,10011
124,SBST,1,30,10041
124,SBST,1,31,10399
124,SBST,1,32,14221
124,SBST,1,33,14231
124,SBST,1,34,14021
124,SBST,1,35,14379
124,SBST,1,36,14291
124,SBST,1,37,14271
124,SBST,1,38,14281
124,SBST,1,39,14059
124,SBST,1,40,14349
124,SBST,1,41,14339
124,SBST,1,42,14399
124,SBST,1,43,14509
124,SBST,1,44,14499
124,SBST,1,45,14359
124,SBST,1,46,14159
124,SBST,1,47,14139
124,SBST,1,48,14009
124,SBST,2,1,14009
124,SBST,2,2,14131
124,SBST,2,3,14151
124,SBST,2,4,14351
124,SBST,2,5,14491
124,SBST,2,6,14501
124,SBST,2,7,14391
124,SBST,2,8,14331
124,SBST,2,9,14341
124,SBST,2,10,14051
124,SBST,2,11,14279
124,SBST,2,12,14299
124,SBST,2,13,14029
124,SBST,2,14,14239
124,SBST,2,15,14229
124,SBST,2,16,10391
124,SBST,2,17,10049
124,SBST,2,18,10017
124,SBST,2,19,10018
124,SBST,2,20,05012
124,SBST,2,21,05022
124,SBST,2,23,04222
124,SBST,2,24,04223
124,SBST,2,25,04143
124,SBST,2,26,04121
124,SBST,2,27,08041
124,SBST,2,28,08031
124,SBST,2,29,08111
124,SBST,2,30,08121
124,SBST,2,31,09011
124,SBST,2,32,09023
124,SBST,2,33,09212
124,SBST,2,34,40171
124,SBST,2,35,40181
124,SBST,2,36,40121
124,SBST,2,37,50061
124,SBST,2,38,50111
124,SBST,2,39,50121
124,SBST,2,40,50229
124,SBST,2,41,50991
124,SBST,2,42,52129
124,SBST,2,43,52109
124,SBST,2,44,52499
125,SBST,1,1,52499
125,SBST,1,2,52451
125,SBST,1,3,52129
125,SBST,1,4,52109
125,SBST,1,5,52099
125,SBST,1,6,50159
125,SBST,1,7,50211
125,SBST,1,8,50221
125,SBST,1,9,50231
125,SBST,1,10,50241
125,SBST,1,11,60101
125,SBST,1,12,60121
125,SBST,1,13,60141
125,SBST,1,14,60161
125,SBST,1,15,60211
125,SBST,1,16,70361
125,SBST,1,17,70341
125,SBST,1,19,70321
125,SBST,1,20,70311
125,SBST,1,21,70019
125,SBST,1,22,80239
125,SBST,1,23,80229
125,SBST,1,24,80269
125,SBST,1,25,80091
125,SBST,1,26,81081
125,SBST,1,27,81091
125,SBST,1,28,70011
125,SBST,1,29,70319
125,SBST,1,30,70329
125,SBST,1,32,70349
125,SBST,1,33,70359
125,SBST,1,34,60219
125,SBST,1,35,60179
125,SBST,1,36,60159
125,SBST,1,37,60139
125,SBST,1,38,60119
125,SBST,1,39,60099
125,SBST,1,40,07329
125,SBST,1,42,07231
125,SBST,1,43,07211
125,SBST,1,44,07221
125,SBST,1,45,50249
125,SBST,1,46,50239
125,SBST,1,47,50229
125,SBST,1,48,50991
125,SBST,1,49,52129
125,SBST,1,50,52109
125,SBST,1,51,52499
125A,SBST,1,1,81081
125A,SBST,1,2,81091
125A,SBST,1,3,70011
125A,SBST,1,4,70319
125A,SBST,1,5,70329
125A,SBST,1,7,70349
125A,SBST,1,8,70359
125A,SBST,1,9,60219
127,SBST,1,1,75009
127,SBST,1,2,76529
127,SBST,1,3,76519
127,SBST,1,4,75271
127,SBST,1,5,75509
127,SBST,1,6,75519
127,SBST,1,7,75461
127,SBST,1,8,75311
127,SBST,1,9,75361
127,SBST,1,10,75381
127,SBST,1,11,75391
127,SBST,1,12,74011
127,SBST,1,13,74021
127,SBST,1,14,74031
127,SBST,1,15,74041
127,SBST,1,16,75319
127,SBST,1,17,75511
127,SBST,1,18,75501
127,SBST,1,19,75279
127,SBST,1,20,76511
127,SBST,1,21,76521
127,SBST,1,22,75009
127A,SBST,1,1,75009
127A,SBST,1,2,76529
127A,SBST,1,3,76519
127A,SBST,1,4,75271
127A,SBST,1,5,75509
127A,SBST,1,6,75519
129,SBST,1,1,75019
129,SBST,1,2,76559
129,SBST,1,3,76191
129,SBST,1,4,76149
129,SBST,1,5,76139
129,SBST,1,6,76111
129,SBST,1,7,76121
129,SBST,1,8,76281
129,SBST,1,9,75229
129,SBST,1,10,75239
129,SBST,1,11,75249
129,SBST,1,12,75259
129,SBST,1,13,62071
129,SBST,1,14,62081
129,SBST,1,15,62091
129,SBST,1,16,66069
129,SBST,1,17,52069
129,SBST,1,18,52059
129,SBST,1,19,52361
129,SBST,1,20,52449
129,SBST,1,21,52179
129,SBST,1,22,52209
129,SBST,1,23,52199
129,SBST,1,24,52189
129,SBST,1,25,52079
129,SBST,1,26,50161
129,SBST,1,27,50171
129,SBST,1,28,52401
129,SBST,1,29,52411
129,SBST,1,30,52451
129,SBST,1,31,52129
129,SBST,1,32,52049
129,SBST,1,33,52119
129,SBST,1,34,52499
129,SBST,2,1,52499
129,SBST,2,2,52451
129,SBST,2,3,52129
129,SBST,2,4,52049
129,SBST,2,5,52119
129,SBST,2,6,52419
129,SBST,2,7,52409
129,SBST,2,8,52479
129,SBST,2,9,50169
129,SBST,2,10,51011
129,SBST,2,11,52071
129,SBST,2,12,52181
129,SBST,2,13,52191
129,SBST,2,14,52201
129,SBST,2,15,52171
129,SBST,2,16,52441
129,SBST,2,17,52369
